Tm,W-L%,Year,Latitude,Longitude,City,States,Champion,League
KCM,0.351,1923,39.0997,-94.5786,Kansas City,Kansas,0,MLB
BOB,0.351,1923,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PHI,0.325,1923,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
ABC,0.286,1923,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
CAG,0.253,1923,41.8781,-87.6298,Chicago,Illinois,0,MLB
DS,0.253,1923,42.3314,-83.0458,Detroit,Michigan,0,MLB
HIL,0.24,1923,41.92,-84.6307,Hillsdale,Michigan,0,MLB
SLS,0.188,1923,38.627,-90.1994,St. Louis,Missouri,0,MLB
CSW,0.156,1923,39.1031,-84.512,Cincinnati,Ohio,0,MLB
AC,0.149,1923,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
CSE,0.143,1923,39.1031,-84.512,Cincinnati,Ohio,0,MLB
BBS,0.123,1923,39.2904,-76.6122,Baltimore,Maryland,0,MLB
NLG,0.11,1923,40.7128,-74.006,New York City,New York,0,MLB
BRG,0.104,1923,40.6782,-73.9442,Brooklyn,New York,0,MLB
MB,0.071,1923,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
TT,0.065,1923,32.705,-97.1227,Arlington,Texas,0,MLB
WHS,0.597,1924,38.9072,-77.0369,Washington D.C.,Washington D.C.,1,MLB
NYG,0.604,1924,40.7128,-74.006,New York City,New York,0,MLB
BRK,0.597,1924,40.6782,-73.9442,Brooklyn,New York,0,MLB
PIT,0.584,1924,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
NYY,0.578,1924,40.7128,-74.006,New York City,New York,0,MLB
DET,0.558,1924,42.3314,-83.0458,Detroit,Michigan,0,MLB
CIN,0.539,1924,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHC,0.526,1924,41.8781,-87.6298,Chicago,Illinois,0,MLB
BAL,0.481,1924,39.2904,-76.6122,Baltimore,Maryland,0,MLB
PHA,0.461,1924,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CLE,0.435,1924,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BOS,0.435,1924,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CHW,0.429,1924,41.8781,-87.6298,Chicago,Illinois,0,MLB
STL,0.422,1924,38.627,-90.1994,St. Louis,Missouri,0,MLB
KCM,0.37,1924,39.0997,-94.5786,Kansas City,Kansas,0,MLB
PHI,0.357,1924,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BOB,0.344,1924,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CAG,0.338,1924,41.8781,-87.6298,Chicago,Illinois,0,MLB
HIL,0.305,1924,41.92,-84.6307,Hillsdale,Michigan,0,MLB
SLS,0.279,1924,38.627,-90.1994,St. Louis,Missouri,0,MLB
BBS,0.247,1924,39.2904,-76.6122,Baltimore,Maryland,0,MLB
BBB,0.24,1924,33.5437,-86.7796,Birmingham,Alabama,0,MLB
NLG,0.227,1924,40.7128,-74.006,New York City,New York,0,MLB
AC,0.227,1924,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
DS,0.227,1924,42.3314,-83.0458,Detroit,Michigan,0,MLB
HBG,0.195,1924,40.2637,-76.8907,Harrisburg,Pennsylvania,0,MLB
MRS,0.156,1924,35.1175,-89.9711,Memphis,Tennessee,0,MLB
WMP,0.136,1924,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
CSW,0.117,1924,39.1031,-84.512,Cincinnati,Ohio,0,MLB
BRG,0.097,1924,40.6782,-73.9442,Brooklyn,New York,0,MLB
CSE,0.097,1924,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CBN,0.097,1924,41.4993,-81.6944,Cleveland,Ohio,0,MLB
ABC,0.032,1924,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
PIT,0.617,1925,40.4406,-79.9959,Pittsburgh,Pennsylvania,1,MLB
WHS,0.623,1925,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
PHA,0.571,1925,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
NYG,0.558,1925,40.7128,-74.006,New York City,New York,0,MLB
BAL,0.532,1925,39.2904,-76.6122,Baltimore,Maryland,0,MLB
DET,0.526,1925,42.3314,-83.0458,Detroit,Michigan,0,MLB
CIN,0.519,1925,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHW,0.513,1925,41.8781,-87.6298,Chicago,Illinois,0,MLB
STL,0.5,1925,38.627,-90.1994,St. Louis,Missouri,0,MLB
CLE,0.455,1925,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BOB,0.455,1925,42.3601,-71.0589,Boston,Massachusetts,0,MLB
NYY,0.448,1925,40.7128,-74.006,New York City,New York,0,MLB
PHI,0.442,1925,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BRK,0.442,1925,40.6782,-73.9442,Brooklyn,New York,0,MLB
CHC,0.442,1925,41.8781,-87.6298,Chicago,Illinois,0,MLB
KCM,0.383,1925,39.0997,-94.5786,Kansas City,Kansas,0,MLB
SLS,0.383,1925,38.627,-90.1994,St. Louis,Missouri,0,MLB
CAG,0.37,1925,41.8781,-87.6298,Chicago,Illinois,0,MLB
DS,0.364,1925,42.3314,-83.0458,Detroit,Michigan,0,MLB
HIL,0.344,1925,41.92,-84.6307,Hillsdale,Michigan,0,MLB
HBG,0.312,1925,40.2637,-76.8907,Harrisburg,Pennsylvania,0,MLB
BOS,0.305,1925,42.3601,-71.0589,Boston,Massachusetts,0,MLB
AC,0.234,1925,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
MRS,0.221,1925,35.1175,-89.9711,Memphis,Tennessee,0,MLB
BBS,0.214,1925,39.2904,-76.6122,Baltimore,Maryland,0,MLB
BBB,0.175,1925,33.5437,-86.7796,Birmingham,Alabama,0,MLB
CSW,0.13,1925,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CSE,0.117,1925,39.1031,-84.512,Cincinnati,Ohio,0,MLB
ABC,0.11,1925,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
BRG,0.091,1925,40.6782,-73.9442,Brooklyn,New York,0,MLB
WMP,0.065,1925,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
NLG,0.045,1925,40.7128,-74.006,New York City,New York,0,MLB
STL,0.578,1926,38.627,-90.1994,St. Louis,Missouri,1,MLB
NYY,0.591,1926,40.7128,-74.006,New York City,New York,0,MLB
CLE,0.571,1926,41.4993,-81.6944,Cleveland,Ohio,0,MLB
CIN,0.565,1926,39.1031,-84.512,Cincinnati,Ohio,0,MLB
PIT,0.545,1926,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
PHA,0.539,1926,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CHC,0.532,1926,41.8781,-87.6298,Chicago,Illinois,0,MLB
WHS,0.526,1926,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
CHW,0.526,1926,41.8781,-87.6298,Chicago,Illinois,0,MLB
DET,0.513,1926,42.3314,-83.0458,Detroit,Michigan,0,MLB
NYG,0.481,1926,40.7128,-74.006,New York City,New York,0,MLB
BRK,0.461,1926,40.6782,-73.9442,Brooklyn,New York,0,MLB
BOB,0.429,1926,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BAL,0.403,1926,39.2904,-76.6122,Baltimore,Maryland,0,MLB
SLS,0.396,1926,38.627,-90.1994,St. Louis,Missouri,0,MLB
KCM,0.39,1926,39.0997,-94.5786,Kansas City,Kansas,0,MLB
PHI,0.377,1926,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CAG,0.37,1926,41.8781,-87.6298,Chicago,Illinois,0,MLB
HIL,0.344,1926,41.92,-84.6307,Hillsdale,Michigan,0,MLB
DS,0.338,1926,42.3314,-83.0458,Detroit,Michigan,0,MLB
BOS,0.299,1926,42.3601,-71.0589,Boston,Massachusetts,0,MLB
AC,0.279,1926,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
ABC,0.26,1926,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
CSE,0.188,1926,39.1031,-84.512,Cincinnati,Ohio,0,MLB
HBG,0.175,1926,40.2637,-76.8907,Harrisburg,Pennsylvania,0,MLB
NLG,0.143,1926,40.7128,-74.006,New York City,New York,0,MLB
BBS,0.143,1926,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CSW,0.123,1926,39.1031,-84.512,Cincinnati,Ohio,0,MLB
BRG,0.071,1926,40.6782,-73.9442,Brooklyn,New York,0,MLB
CEL,0.052,1926,41.4993,-81.6944,Cleveland,Ohio,0,MLB
DM,0.039,1926,39.7589,-84.1916,Dayton,Ohio,0,MLB
NS,0.006,1926,40.7706,-74.2326,Newark,New Jersey,0,MLB
NYY,0.714,1927,40.7128,-74.006,New York City,New York,1,MLB
PIT,0.61,1927,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
STL,0.597,1927,38.627,-90.1994,St. Louis,Missouri,0,MLB
NYG,0.597,1927,40.7128,-74.006,New York City,New York,0,MLB
PHA,0.591,1927,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
WHS,0.552,1927,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
CHC,0.552,1927,41.8781,-87.6298,Chicago,Illinois,0,MLB
DET,0.532,1927,42.3314,-83.0458,Detroit,Michigan,0,MLB
CIN,0.487,1927,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHW,0.455,1927,41.8781,-87.6298,Chicago,Illinois,0,MLB
CLE,0.429,1927,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BRK,0.422,1927,40.6782,-73.9442,Brooklyn,New York,0,MLB
SLS,0.403,1927,38.627,-90.1994,St. Louis,Missouri,0,MLB
CAG,0.396,1927,41.8781,-87.6298,Chicago,Illinois,0,MLB
BOB,0.39,1927,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BAL,0.383,1927,39.2904,-76.6122,Baltimore,Maryland,0,MLB
AC,0.357,1927,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
KCM,0.357,1927,39.0997,-94.5786,Kansas City,Kansas,0,MLB
BBB,0.344,1927,33.5437,-86.7796,Birmingham,Alabama,0,MLB
DS,0.338,1927,42.3314,-83.0458,Detroit,Michigan,0,MLB
PHI,0.331,1927,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BOS,0.331,1927,42.3601,-71.0589,Boston,Massachusetts,0,MLB
HIL,0.247,1927,41.92,-84.6307,Hillsdale,Michigan,0,MLB
HBG,0.247,1927,40.2637,-76.8907,Harrisburg,Pennsylvania,0,MLB
BBS,0.221,1927,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CSE,0.201,1927,39.1031,-84.512,Cincinnati,Ohio,0,MLB
MRS,0.162,1927,35.1175,-89.9711,Memphis,Tennessee,0,MLB
CSW,0.149,1927,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHT,0.084,1927,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BRG,0.071,1927,40.6782,-73.9442,Brooklyn,New York,0,MLB
NLG,0.065,1927,40.7128,-74.006,New York City,New York,0,MLB
NYY,0.656,1928,40.7128,-74.006,New York City,New York,1,MLB
PHA,0.636,1928,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
STL,0.617,1928,38.627,-90.1994,St. Louis,Missouri,0,MLB
NYG,0.604,1928,40.7128,-74.006,New York City,New York,0,MLB
CHC,0.591,1928,41.8781,-87.6298,Chicago,Illinois,0,MLB
PIT,0.552,1928,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BAL,0.532,1928,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CIN,0.506,1928,39.1031,-84.512,Cincinnati,Ohio,0,MLB
BRK,0.5,1928,40.6782,-73.9442,Brooklyn,New York,0,MLB
WHS,0.487,1928,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
CHW,0.468,1928,41.8781,-87.6298,Chicago,Illinois,0,MLB
DET,0.442,1928,42.3314,-83.0458,Detroit,Michigan,0,MLB
SLS,0.409,1928,38.627,-90.1994,St. Louis,Missouri,0,MLB
CLE,0.403,1928,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BOS,0.37,1928,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CAG,0.357,1928,41.8781,-87.6298,Chicago,Illinois,0,MLB
DS,0.344,1928,42.3314,-83.0458,Detroit,Michigan,0,MLB
KCM,0.325,1928,39.0997,-94.5786,Kansas City,Kansas,0,MLB
BOB,0.325,1928,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BBB,0.299,1928,33.5437,-86.7796,Birmingham,Alabama,0,MLB
PHI,0.279,1928,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
MRS,0.214,1928,35.1175,-89.9711,Memphis,Tennessee,0,MLB
CTG,0.13,1928,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BBS,0.123,1928,39.2904,-76.6122,Baltimore,Maryland,0,MLB
AC,0.117,1928,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
CSW,0.084,1928,39.1031,-84.512,Cincinnati,Ohio,0,MLB
NLG,0.058,1928,40.7128,-74.006,New York City,New York,0,MLB
CSE,0.039,1928,39.1031,-84.512,Cincinnati,Ohio,0,MLB
PTG,0.013,1928,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
PHA,0.675,1929,39.9526,-75.1652,Philadelphia,Pennsylvania,1,MLB
CHC,0.636,1929,41.8781,-87.6298,Chicago,Illinois,0,MLB
PIT,0.571,1929,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
NYY,0.571,1929,40.7128,-74.006,New York City,New York,0,MLB
NYG,0.545,1929,40.7128,-74.006,New York City,New York,0,MLB
CLE,0.526,1929,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BAL,0.513,1929,39.2904,-76.6122,Baltimore,Maryland,0,MLB
STL,0.506,1929,38.627,-90.1994,St. Louis,Missouri,0,MLB
WHS,0.461,1929,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
PHI,0.461,1929,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BRK,0.455,1929,40.6782,-73.9442,Brooklyn,New York,0,MLB
DET,0.455,1929,42.3314,-83.0458,Detroit,Michigan,0,MLB
CIN,0.429,1929,39.1031,-84.512,Cincinnati,Ohio,0,MLB
KCM,0.409,1929,39.0997,-94.5786,Kansas City,Kansas,0,MLB
CHW,0.383,1929,41.8781,-87.6298,Chicago,Illinois,0,MLB
BOS,0.377,1929,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BOB,0.364,1929,42.3601,-71.0589,Boston,Massachusetts,0,MLB
SLS,0.364,1929,38.627,-90.1994,St. Louis,Missouri,0,MLB
BBS,0.357,1929,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CAG,0.331,1929,41.8781,-87.6298,Chicago,Illinois,0,MLB
HIL,0.279,1929,41.92,-84.6307,Hillsdale,Michigan,0,MLB
NLG,0.26,1929,40.7128,-74.006,New York City,New York,0,MLB
DS,0.253,1929,42.3314,-83.0458,Detroit,Michigan,0,MLB
BBB,0.214,1929,33.5437,-86.7796,Birmingham,Alabama,0,MLB
HG,0.208,1929,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
MRS,0.136,1929,35.1175,-89.9711,Memphis,Tennessee,0,MLB
AC,0.136,1929,39.3642,-74.423,Atlantic City,New Jersey,0,MLB
CSW,0.11,1929,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CSE,0.097,1929,39.1031,-84.512,Cincinnati,Ohio,0,MLB
PHA,0.662,1930,39.9526,-75.1652,Philadelphia,Pennsylvania,1,MLB
WHS,0.61,1930,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
STL,0.597,1930,38.627,-90.1994,St. Louis,Missouri,0,MLB
CHC,0.584,1930,41.8781,-87.6298,Chicago,Illinois,0,MLB
NYG,0.565,1930,40.7128,-74.006,New York City,New York,0,MLB
NYY,0.558,1930,40.7128,-74.006,New York City,New York,0,MLB
BRK,0.558,1930,40.6782,-73.9442,Brooklyn,New York,0,MLB
CLE,0.526,1930,41.4993,-81.6944,Cleveland,Ohio,0,MLB
PIT,0.519,1930,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
DET,0.487,1930,42.3314,-83.0458,Detroit,Michigan,0,MLB
BOB,0.455,1930,42.3601,-71.0589,Boston,Massachusetts,0,MLB
SLS,0.448,1930,38.627,-90.1994,St. Louis,Missouri,0,MLB
BAL,0.416,1930,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CHW,0.403,1930,41.8781,-87.6298,Chicago,Illinois,0,MLB
CIN,0.383,1930,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CAG,0.344,1930,41.8781,-87.6298,Chicago,Illinois,0,MLB
BOS,0.338,1930,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PHI,0.338,1930,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
DS,0.338,1930,42.3314,-83.0458,Detroit,Michigan,0,MLB
BBB,0.299,1930,33.5437,-86.7796,Birmingham,Alabama,0,MLB
KCM,0.26,1930,39.0997,-94.5786,Kansas City,Kansas,0,MLB
MRS,0.195,1930,35.1175,-89.9711,Memphis,Tennessee,0,MLB
BEG,0.169,1930,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CSW,0.162,1930,39.1031,-84.512,Cincinnati,Ohio,0,MLB
LVB,0.104,1930,38.2527,-85.7585,Louisville,Kentucky,0,MLB
STL,0.656,1931,38.627,-90.1994,St. Louis,Missouri,1,MLB
PHA,0.695,1931,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
NYY,0.61,1931,40.7128,-74.006,New York City,New York,0,MLB
WHS,0.597,1931,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
NYG,0.565,1931,40.7128,-74.006,New York City,New York,0,MLB
CHC,0.545,1931,41.8781,-87.6298,Chicago,Illinois,0,MLB
BRK,0.513,1931,40.6782,-73.9442,Brooklyn,New York,0,MLB
CLE,0.506,1931,41.4993,-81.6944,Cleveland,Ohio,0,MLB
PIT,0.487,1931,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
PHI,0.429,1931,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BOB,0.416,1931,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BAL,0.409,1931,39.2904,-76.6122,Baltimore,Maryland,0,MLB
BOS,0.403,1931,42.3601,-71.0589,Boston,Massachusetts,0,MLB
DET,0.396,1931,42.3314,-83.0458,Detroit,Michigan,0,MLB
CIN,0.377,1931,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHW,0.364,1931,41.8781,-87.6298,Chicago,Illinois,0,MLB
SLS,0.24,1931,38.627,-90.1994,St. Louis,Missouri,0,MLB
ID,0.195,1931,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
DS,0.162,1931,42.3314,-83.0458,Detroit,Michigan,0,MLB
LVB,0.156,1931,38.2527,-85.7585,Louisville,Kentucky,0,MLB
CCU,0.149,1931,41.4993,-81.6944,Cleveland,Ohio,0,MLB
CAG,0.039,1931,41.8781,-87.6298,Chicago,Illinois,0,MLB
NYY,0.695,1932,40.7128,-74.006,New York City,New York,1,MLB
PHA,0.61,1932,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
WHS,0.604,1932,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
CHC,0.584,1932,41.8781,-87.6298,Chicago,Illinois,0,MLB
CLE,0.565,1932,41.4993,-81.6944,Cleveland,Ohio,0,MLB
PIT,0.558,1932,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BRK,0.526,1932,40.6782,-73.9442,Brooklyn,New York,0,MLB
PHI,0.506,1932,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BOB,0.5,1932,42.3601,-71.0589,Boston,Massachusetts,0,MLB
DET,0.494,1932,42.3314,-83.0458,Detroit,Michigan,0,MLB
STL,0.468,1932,38.627,-90.1994,St. Louis,Missouri,0,MLB
NYG,0.468,1932,40.7128,-74.006,New York City,New York,0,MLB
BAL,0.409,1932,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CIN,0.39,1932,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHW,0.318,1932,41.8781,-87.6298,Chicago,Illinois,0,MLB
BOS,0.279,1932,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CAG,0.221,1932,41.8781,-87.6298,Chicago,Illinois,0,MLB
MRM,0.221,1932,32.5099,-92.1217,Monroe,Louisiana,0,MLB
BBS,0.188,1932,39.2904,-76.6122,Baltimore,Maryland,0,MLB
DW,0.169,1932,42.3314,-83.0458,Detroit,Michigan,0,MLB
HG,0.156,1932,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BEG,0.156,1932,39.2904,-76.6122,Baltimore,Maryland,0,MLB
MGS,0.149,1932,32.3617,-86.2792,Montgomery,Alabama,0,MLB
MRS,0.149,1932,35.1175,-89.9711,Memphis,Tennessee,0,MLB
ID,0.117,1932,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
WAP,0.11,1932,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
LVB,0.078,1932,38.2527,-85.7585,Louisville,Kentucky,0,MLB
HIL,0.071,1932,41.92,-84.6307,Hillsdale,Michigan,0,MLB
BBB,0.065,1932,33.5437,-86.7796,Birmingham,Alabama,0,MLB
CUP,0.065,1932,25.7617,-80.1918,Miami,Florida,0,MLB
IAB,0.039,1932,33.7488,-84.3877,Atlanta,Georgia,0,MLB
LRG,0.032,1932,34.7465,-92.2896,Little Rock,Arkansas,0,MLB
CLS,0.032,1932,41.4993,-81.6944,Cleveland,Ohio,0,MLB
COT,0.019,1932,39.9612,-82.9988,Columbus,Ohio,0,MLB
NYY,0.591,1933,40.7128,-74.006,New York City,New York,1,MLB
WHS,0.643,1933,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
NYG,0.591,1933,40.7128,-74.006,New York City,New York,0,MLB
PIT,0.565,1933,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
CHC,0.558,1933,41.8781,-87.6298,Chicago,Illinois,0,MLB
BOB,0.539,1933,42.3601,-71.0589,Boston,Massachusetts,0,MLB
STL,0.532,1933,38.627,-90.1994,St. Louis,Missouri,0,MLB
PHA,0.513,1933,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CLE,0.487,1933,41.4993,-81.6944,Cleveland,Ohio,0,MLB
DET,0.487,1933,42.3314,-83.0458,Detroit,Michigan,0,MLB
CHW,0.435,1933,41.8781,-87.6298,Chicago,Illinois,0,MLB
BRK,0.422,1933,40.6782,-73.9442,Brooklyn,New York,0,MLB
BOS,0.409,1933,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PHI,0.39,1933,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CIN,0.377,1933,39.1031,-84.512,Cincinnati,Ohio,0,MLB
BAL,0.357,1933,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CAG,0.266,1933,41.8781,-87.6298,Chicago,Illinois,0,MLB
TC,0.266,1933,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BEG,0.123,1933,39.2904,-76.6122,Baltimore,Maryland,0,MLB
ID,0.11,1933,39.7684,-86.1581,Indianapolis,Indiana,0,MLB
CBB,0.097,1933,39.9612,-82.9988,Columbus,Ohio,0,MLB
HG,0.091,1933,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BBS,0.084,1933,39.2904,-76.6122,Baltimore,Maryland,0,MLB
AG,0.019,1933,41.0814,-81.519,Akron,Ohio,0,MLB
STL,0.617,1934,38.627,-90.1994,St. Louis,Missouri,1,MLB
DET,0.656,1934,42.3314,-83.0458,Detroit,Michigan,0,MLB
NYY,0.61,1934,40.7128,-74.006,New York City,New York,0,MLB
NYG,0.604,1934,40.7128,-74.006,New York City,New York,0,MLB
CHC,0.558,1934,41.8781,-87.6298,Chicago,Illinois,0,MLB
CLE,0.552,1934,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BOB,0.506,1934,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BOS,0.494,1934,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PIT,0.481,1934,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BRK,0.461,1934,40.6782,-73.9442,Brooklyn,New York,0,MLB
PHA,0.442,1934,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BAL,0.435,1934,39.2904,-76.6122,Baltimore,Maryland,0,MLB
WHS,0.429,1934,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
PHI,0.364,1934,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CHW,0.344,1934,41.8781,-87.6298,Chicago,Illinois,0,MLB
CIN,0.338,1934,39.1031,-84.512,Cincinnati,Ohio,0,MLB
TC,0.305,1934,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
PS,0.253,1934,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CAG,0.182,1934,41.8781,-87.6298,Chicago,Illinois,0,MLB
BEG,0.117,1934,39.2904,-76.6122,Baltimore,Maryland,0,MLB
ND,0.11,1934,40.7706,-74.2326,Newark,New Jersey,0,MLB
PBG,0.032,1934,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
BBS,0.019,1934,39.2904,-76.6122,Baltimore,Maryland,0,MLB
CRS,0.019,1934,41.4993,-81.6944,Cleveland,Ohio,0,MLB
DET,0.604,1935,42.3314,-83.0458,Detroit,Michigan,1,MLB
CHC,0.649,1935,41.8781,-87.6298,Chicago,Illinois,0,MLB
STL,0.623,1935,38.627,-90.1994,St. Louis,Missouri,0,MLB
NYG,0.591,1935,40.7128,-74.006,New York City,New York,0,MLB
NYY,0.578,1935,40.7128,-74.006,New York City,New York,0,MLB
PIT,0.558,1935,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
CLE,0.532,1935,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BOS,0.506,1935,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CHW,0.481,1935,41.8781,-87.6298,Chicago,Illinois,0,MLB
BRK,0.455,1935,40.6782,-73.9442,Brooklyn,New York,0,MLB
CIN,0.442,1935,39.1031,-84.512,Cincinnati,Ohio,0,MLB
WHS,0.435,1935,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLB
BAL,0.422,1935,39.2904,-76.6122,Baltimore,Maryland,0,MLB
PHI,0.416,1935,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
PHA,0.377,1935,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
TC,0.331,1935,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
BOB,0.247,1935,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PS,0.24,1935,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
NE,0.208,1935,40.7706,-74.2326,Newark,New Jersey,0,MLB
NYC,0.201,1935,40.7128,-74.006,New York City,New York,0,MLB
BEG,0.188,1935,39.2904,-76.6122,Baltimore,Maryland,0,MLB
HG,0.169,1935,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
CAG,0.156,1935,41.8781,-87.6298,Chicago,Illinois,0,MLB
ND,0.117,1935,40.7706,-74.2326,Newark,New Jersey,0,MLB
NYY,0.662,1936,40.7128,-74.006,New York City,New York,1,MLB
NYG,0.597,1936,40.7128,-74.006,New York City,New York,0,MLB
STL,0.565,1936,38.627,-90.1994,St. Louis,Missouri,0,MLB
